gram,counts
covid 19,119133
aug23coup whatshappeninginmyanmar,10378
asean shield,8786
shield aug23coup,5347
2021 vaccine,3473
min age,3468
vaccine vaccinepune,3468
vaccinepune cowin,3468
covishield min,2933
whatshappeninginmyanmar aug23coup,2542
fully vaccinated,2123
pfizer vaccine,2011
new cases,1871
approves first,1858
get vaccine,1647
vaccine fda,1334
shield whatshappeninginmyanmar,1272
vaccine mandates,1260
emergency use,1202
main reason,1159
medical treatment,1156
public health,1148
know also,1144
also main,1143
reason deaths,1143
deaths innocent,1143
innocent myanmar,1142
supportings sac,1141
shameless governmentrfjunta,1139
crisis we,1103
fully approved,1101
need medical,1091
icrc_savemyanmarprisoners whatshappeninginmyanmar,1088
custody prisons,1084
prisons need,1084
combined motorcycle,993
food shortages,977
facing food,976
difficult food,967
aid organizations,967
organizations withdraw,967
ward facing,966
shortages becoming,965
becoming difficult,965
wave ppl,963
old teacher,956
donated money,951
granted full,949
teacher imprisoned,935
imprisoned nyaungshwe,935
approved pfizer,919
