gram,counts
covid 19,101911
aug27coup whatshappeninginmyanmar,6108
new cases,2024
fully vaccinated,1718
whatshappeninginmyanmar aug27coup,1236
protesting dictators,1200
public health,1166
lives whatshappeninginmyanmar,1152
freedom rally,1061
lives crimesagainsthumanity,1044
crimesagainsthumanity whatshappeninginmyanmar,1035
whatshappeninginmyanmar un_hrc,1030
weapons aug27coup,1020
fighting life,1019
rally organizer,962
organizer fighting,944
texas anti,907
crimesagainsthumanity save,828
former township,771
township development,771
tested positive,751
least one,733
give insight,728
scientists usafacts,709
24 hours,660
military terrorists,651
atrocious intergorating,637
philanthropist helping,636
charity beaten,634
till head,634
terrorists atrocious,634
vaccine doses,632
intergorating philanthropist,630
last year,620
united states,609
political activists,597
member abducted,596
abducted junta,594
activists died,592
khunbwathway former,585
today political,573
total deaths,519
