gram,counts
specific medical masks,3438
true href rel,2190
rel nofollow twitter,1942
nofollow twitter web,1060
twitter web app,899
new york times,814
petition via ukchange,775
nofollow twitter android,733
new york city,667
quarantine new york,607
stay home stay,568
test frontline care,506
frontline care workers,506
boris johnson test,501
new jersey connecticut,499
johnson test frontline,496
health care workers,496
home stay safe,465
please stay home,434
stay at home,424
high consequence infectious,400
cat tests positive,384
lost month failure,380
world health organization,377
infectious diseases hcid,375
considered high consequence,374
longer considered high,370
vets warn necessarily,358
help slow spread,315
petition via change,289
state semester masspromotion,283
across state semester,282
semester masspromotion gtuoffice,281
universities across state,279
promoting students universities,278
symptoms daily even,276
self reporting symptoms,276
reporting symptoms daily,276
well download app,273
