gram,counts
covid 19,119804
aug4coup whatshappeninginmyanmar,13700
nug aug4coup,9324
2021 vaccine,3400
min age,3392
vaccine vaccinepune,3392
vaccinepune cowin,3392
whatshappeninginmyanmar aug4coup,3101
covishield min,2811
new cases,2190
fully vaccinated,1982
death toll,1621
deceased list,1613
infection yangon,1613
propagated deceased,1612
corpses cremated,1612
cremated last,1612
fact 17715,1611
third wave,1607
one day,1604
every day,1554
reject military,1413
whatshappeninginmyanmar aseanrejectsac,1372
family one,1371
returned family,1368
military assertion,1368
tens thousands,1361
across myanmar,1285
needy families,1239
basic foodstuffs,1238
sold needy,1238
cheap basic,1237
public health,1235
weapons whatshappeninginmyanmar,1228
military terrorists,1208
also help,1204
counts find,1184
organisations fight,1184
contribution counts,1182
every contribution,1181
schranerburgen1 specialcouncil,1164
whatshappeninginmyanmar savekachin,1163
terrorists intlcrimcourt,1161
specialcouncil whatshappeninginmyanmar,1158
find also,1140
help organisations,1140
booster shots,1061
terrorists unlawfully,1032
unlawfully abducted,1032
last year,875
tested positive,824
