gram,counts
covid 19,169613
new cases,3481
white house,3137
mayor office,2429
greatest intrusion,2412
public health,2360
tested positive,2070
thearieair tjhinfar21,1936
office show,1871
death toll,1864
1trenggalek thearieair,1855
show disturbing,1850
disturbing revelation,1839
herd immunity,1733
intentionally released,1635
united states,1598
pence former,1490
north east,1323
former lead,1319
force aide,1311
testing guidance,1279
since slavery,1230
check blog,1229
active cases,1220
love reading,1215
reading check,1211
lockdowns greatest,1206
washington post,1190
wearitforme inthesoopbts,1180
ps5showcase wearitforme,1165
24 hours,1103
face masks,1067
cooling system,1041
health care,1040
red states,1016
