gram,counts
covid 19,98207
aug16coup whatshappeninginmyanmar,8094
nld party,4993
whatshappeninginmyanmar aug16coup,3686
2021 vaccine,3489
min age,3485
vaccine vaccinepune,3485
vaccinepune cowin,3485
covishield min,2954
arrested bago,2725
representative nld,2725
unyuntshwe regional,2718
recognizenug whatshappeninginmyanmar,2451
passed away,2322
age children,2298
whatshappeninginmyanmar releasethedetainees,2290
ta infected,2280
releasethedetainees aug16coup,2277
bago township,2263
party representative,2263
terrorists passed,2263
shwe chairman,2262
township nld,2261
infection whatshappeninginmyanmar,2255
new cases,1698
fully vaccinated,1666
whatshappeninginmyanmar auspicerefugees,1266
support school,1265
carry education,1264
education whatever,1264
whatever situation,1264
situation whatshappeninginmyanmar,1261
prevent education,1027
education being,1027
stopped whatshappeninginmyanmar,1010
forcibly tested,995
anyone passed,995
passed checkpoint,995
amp extorted,995
public health,911
also help,883
every contribution,876
contribution counts,876
counts find,876
organisations fight,874
find also,873
help organisations,870
death cases,860
previous month,858
cases previous,856
123 death,855
560 deaths,854
month 560,852
