gram,counts
covid 19,76121
secretary state,7034
fully vaccinated,4148
us secretary,2984
first black,2981
former secretary,2701
powell former,1987
military leader,1531
new cases,1519
powell military,1452
leader first,1450
complications family,1209
powell first,1151
public health,1110
vaccine mandate,870
black secretary,869
powell dead,847
family says,829
powell death,593
died complications,566
vaccine mandates,533
scientists usafacts,531
united states,526
blood cancer,512
washington state,478
cancer battle,455
sanctioniswrong unityforethiopia,450
tplfsurrendernow sanctioniswrong,442
unityforethiopia abiyahmedafricanleader,437
powell ex,427
state chairman,425
active cases,424
football coach,400
24 hours,398
passed away,391
complications amid,386
loved ones,380
please tell,374
new deaths,373
tested positive,363
job fighting,354
village show,354
panafricanismisnotforsale tedrosistplfcrook,354
voa_wandera please,353
show map,353
tedrosistplfcrook tplfsurrendernow,353
ted cruz,342
