gram,counts
covid 19,63659
june20coup whatshappeninginmyanmar,7529
2021 vaccine,1679
min age,1676
vaccine vaccinepune,1676
vaccinepune cowin,1676
covishield min,1447
imfnews worldbank,1312
international community,1208
african countries,1194
vaccine shortage,1184
new cases,1174
attract international,1171
countries seeing,1166
infections amid,1165
amid vaccine,1164
among african,1163
shortage done,1163
community funds,1163
who_europe whoemro,831
whoemro whosearo,831
whosearo whowpro,831
whowpro whoafro,831
whoafro pahowho,831
pahowho opsoms,831
fully vaccinated,813
whoafro janeruth_aceng,726
father day,724
capacity dates,723
vaccine doses,681
third wave,614
public health,554
whatshappeninginmyanmar june20coup,544
24 hours,543
milkteaalliance whatshappeninginmyanmar,493
tested positive,487
active cases,478
covishield covaxin,464
death toll,434
vaccine slot,434
2021min age,429
slot covishield,429
last year,423
united states,374
age 18vaccine,336
hospitalvaccines covishield,335
pvaccines covishield,334
long term,315
pmc pvaccines,309
