gram,counts
href rel nofollow,2799
true href rel,2754
rel nofollow twitter,2354
nofollow twitter web,1583
white house senate,1410
help slow spread,1395
twitter web app,1356
self reporting symptoms,1252
reporting symptoms daily,1240
symptoms daily even,1235
house senate reach,938
deliver copy officials,790
dragged international court,736
must dragged international,735
signing must act,733
stripped veto power,728
international court stripped,726
court stripped veto,721
veto power crime,689
nofollow twitter android,648
prince charles tested,610
charles tested positive,599
power crime humanity,572
new york city,543
new york times,499
stay home stay,433
stay at home,424
karl anthony towns,391
senate reach deal,382
remains good health,376
please stay home,357
health care workers,328
home stay safe,319
senate white house,306
white house reach,290
world health organization,287
heir british throne,282
breaking prince charles,261
senate reach historic,261
reach late night,258
night deal massive,252
deal amid growing,248
reach historic trillion,245
spain death toll,244
senate reach late,239
stay home order,234
twitter web client,228
available within days,227
crisis reveals us,222
petition via change,221
house senate leaders,221
home testing made,220
historic trillion stimulus,218
13 deaths day,214
deaths day apocalyptic,212
