gram,counts
true href rel,2580
rel nofollow twitter,2323
zoo tests positive,1679
boris johnson admitted,1505
nofollow twitter web,1393
new york city,1272
twitter web app,1181
new york times,1117
officials last delivered,1061
copy officials last,1061
deliver copy officials,1061
minister boris johnson,929
pm admitted hospital,771
nofollow twitter android,768
stay at home,737
chief medical officer,561
health care workers,555
admitted hospital tests,514
death toll rises,487
boris johnson hospitalized,480
stay home stay,475
petition via change,463
petition via ukchange,432
assumed caused contributed,429
caused contributed death,426
home could banned,425
cause death even,422
home stay safe,409
zoo tested positive,389
pearl harbor moment,383
please stay home,381
death even assumed,378
pm boris johnson,376
world health organization,373
