gram,counts
covid 19,158040
new cases,2126
public health,1794
tested positive,1728
andy murray,1460
vaccine rollout,1247
stay home,1226
last year,1025
death toll,1024
health care,853
first dose,835
vaccine doses,827
selling cute,809
related facemasks,809
facemasks well,809
team arrives,791
mental health,779
stickers pillows,771
pillows etc,770
one year,738
vaccine distribution,710
arrives wuhan,709
united states,699
active cases,693
get vaccine,676
health officials,670
video shows,664
healthcare workers,652
detect infection,652
infection crime,652
24 hours,649
shows using,649
tests act,649
second wave,622
five months,591
