gram,counts
covid 19,82668
july2coup whatshappeninginmyanmar,7737
2021 vaccine,3437
min age,3425
vaccine vaccinepune,3425
vaccinepune cowin,3425
whatshappeninginmyanmar july2coup,3423
death toll,3107
covishield min,3001
mon whatshappeninginmyanmar,2469
university medicine,1800
students university,1795
new cases,1749
african countries,1601
among african,1536
attract international,1533
myanmar whatshappeninginmyanmar,1519
vaccine shortage,1519
international community,1495
countries seeing,1492
community funds,1462
shortage done,1453
imfnews davidmalpasswbg,1383
milkteaalliance whatshappeninginmyanmar,1335
infections amidst,1193
amidst vaccine,1192
fully vaccinated,1088
public health,704
capacity dates,668
24 hours,650
july2coup milkteaalliance,564
