gram,counts
covid 19,79891
whatshappeninginmyanmar june14coup,4446
housedemocrats whitehouse,2726
keepingourpromiseact hr3548,2641
whitehouse supporthr3548,2321
former head,2037
stop arresting,2006
immediately stop,2004
arresting doctors,2004
releasethedetainees immediately,2003
accusations releasethedetainees,2001
doctors whatshappeninginmyanmar,2000
falsely accusations,1999
introduced bill,1493
seeks authorize,1493
authorize issuance,1493
consular processing,1493
processing supporthr3548,1493
impacts limiting,1492
thanks repritchie,1447
new cases,1395
bring fairness,1315
fairness thousands,1315
thousands legal,1315
ban restricted,1314
immigrants banned,1313
boris johnson,1278
june14coup whatshappeninginmyanmar,1273
whatshappeninginmyanmar jun15coup,1189
cvs near,1160
would mean,1051
supporthr3548 savediversityvisa,1042
cosponsor keepingourpromiseact,1040
hr3548 would,1040
folks restricted,1040
restricted muslim,1040
measuresdiversity visa,1027
supporthr3548 dv2021,989
whatshappeninginmyanmar releaseourstateleaders,946
stand leader,944
healthy stay,943
strong whatshappeninginmyanmar,943
wish mother,942
mother healthy,942
last year,883
fully vaccinated,862
public health,766
90 effective,651
airborne spread,620
transmissions operationbreathefreshcleanair,619
operationbreathefreshcleanair enviroklenzairpurifiers,619
death toll,618
vaccine doses,612
stopping airborne,611
active cases,573
24 hours,572
vaccine 90,567
infections dropping,496
vaccinated rising,479
highly effective,476
