gram,counts
covid 19,114790
aug12coup whatshappeninginmyanmar,5765
whatshappeninginmyanmar aug12coup,4113
aug12coup chinasupportingjunta,3788
2021 vaccine,3493
min age,3489
vaccine vaccinepune,3489
vaccinepune cowin,3489
covishield min,2888
fully vaccinated,2133
new cases,2070
health workers,1763
whatshappeninginmyanmar milkteaalliance,1677
acceptnug_rejectmilitary aug12coup,1632
chinasupportingjunta acceptnug_rejectmilitary,1620
also blocked,1615
blocked pharmacies,1613
pharmacies warehouses,1613
inhumanity military,1611
treats health,1575
public health,1355
also help,1112
organisations fight,1090
every contribution,1089
counts find,1089
health care,1083
find also,1060
help organisations,1059
united states,809
last year,797
tested positive,784
16 months,749
24 hours,719
booster shots,704
vaccine mandate,704
vaccine doses,698
herd immunity,696
booster shot,696
fox news,653
get vaccine,619
stock company,614
fda authorizes,603
company behind,563
hospitalvaccines covishield,550
military dictatorship,519
health officials,516
active cases,505
protest military,505
proof vaccination,493
crisis staged,485
