gram,counts
covid 19,94888
july9coup whatshappeninginmyanmar,11851
whatshappeninginmyanmar july9coup,9823
july10coup whatshappeninginmyanmar,5053
milkteaalliance whatshappeninginmyanmar,3709
2021 vaccine,2885
min age,2883
vaccine vaccinepune,2883
vaccinepune cowin,2883
covishield min,2496
prevail whatshappeninginmyanmar,1924
stop protesting,1915
win justice,1913
admitted hospital,1885
new cases,1740
whatshappeninginmyanmar myanmarmilitaryterrorists,1652
whatshappeninginmyanmar milkteaalliance,1627
amp recovery,1507
sickness amp,1504
abducted home,1503
activist thayarwaddya,1502
home terrorists,1502
terrorists admitted,1502
recovery returned,1502
home july9coup,1500
fully vaccinated,1481
milkteaalliance july9coup,1320
help for,1087
military coup,960
whatshappeninginmyanmar july10coup,958
half million,909
received funds,878
ugandaisbleeding standup4humanrights,876
marched streets,875
care them,874
standup4humanrights hrw,874
using received,873
them ugandaisbleeding,873
prayed peace,854
coup prayed,853
region marched,848
public health,828
booster shot,810
whatshappeninginmyanmar ourgovernmentnug,695
please read,682
24 hours,669
share story,657
story please,633
help share,625
ugandaisbleeding stopsponsoringouroppression,611
military dictatorship,608
tested positive,595
active cases,573
