gram,counts
true href rel,2864
deliver copy officials,2595
officials last delivered,2594
copy officials last,2594
signing must act,2552
rel nofollow twitter,2486
nofollow twitter web,1726
twitter web app,1496
stay at home,910
new york times,808
health care workers,714
petition via ukchange,699
new york city,699
nofollow twitter android,615
stay home stay,608
stuck nose inventing,588
astrophysicist gets magnets,579
foraprior david telephone,557
telephone made another,557
another letslovesuho trump,550
made another letslovesuho,550
stay home order,499
make breathing aid,466
home stay safe,464
issues emergency authorization,458
f1 make breathing,408
please stay home,369
world health organization,339
