gram,counts
true href rel,3102
rel nofollow twitter,2554
nofollow twitter web,1742
twitter web app,1479
stay at home,822
new york times,701
nofollow twitter android,654
last two years,608
pandemic likely last,457
pew research center,444
research center covering,436
new pew research,428
pew research pew,427
research pew research,427
likely last two,410
health care workers,407
unused hospital beds,379
allows emergency use,370
york unused hospital,370
new york unused,370
fda allows emergency,365
pandemic could last,352
nearly 900 workers,350
point mass waste,342
world health organization,341
originated chinese lab,340
beds ventilators critics,340
mass waste mismanagement,338
new york city,336
plant indiana test,319
procurement official privately,306
official privately selling,305
nhs procurement official,304
stay home stay,303
extended two weeks,301
stay home order,295
claims seen evidence,294
trump claims seen,290
international workers day,284
face blaming obama,281
originated wuhan lab,280
called face blaming,280
home stay safe,278
years report says,278
two years report,276
