gram,counts
true href rel,2984
rel nofollow twitter,2627
nofollow twitter web,1561
twitter web app,1325
towards cashless society,1321
leader group peddling,1126
group peddling bleach,1123
new york times,1116
cashless society know,1042
revealed leader group,1041
strokes washington post,950
dying strokes washington,948
stay at home,921
nofollow twitter android,882
cashless society did,823
signed petition calling,792
death toll passes,790
british sign language,741
provide british sign,738
interpreter daily government,737
language interpreter daily,736
petition calling govuk,734
prevents second infection,733
ingesting household cleaners,732
household cleaners following,674
yorkers ingesting household,661
cleaners following trump,659
uv light treatment,655
following trump controversial,651
future cashless society,640
id heading towards,640
covert id heading,640
towards future cashless,640
society did know,640
heading towards future,640
world health organization,628
scientific advisory group,562
new york city,545
bio tech firm,512
society know bible,511
briefing via youtube,487
leaders seem successful,476
coverage daily updates,469
evidence recovery prevents,469
recovery prevents second,467
tech firm video,466
says evidence recovery,465
global death toll,463
us death toll,460
stay home stay,445
loud say clear,436
nyc residents ingesting,434
ingesting householder cleaners,433
