gram,counts
covid 19,197038
new cases,5857
tested positive,2908
public health,2561
face masks,2348
wear masks,2263
death toll,2006
trump rally,1847
confirmed cases,1815
second wave,1794
stay home,1558
24 hours,1494
united states,1403
new normal,1327
nursing homes,1206
tracing app,1197
wear face,1160
face mask,1157
new deaths,1097
ministers accused,1096
white house,1083
active cases,1083
case numbers,1074
accused downplaying,1043
long term,992
health care,985
cases spike,984
mental health,944
four three,926
amc theatres,921
top story,911
total number,894
level reduced,893
cashless society,882
wash hands,856
death rate,850
numbers alarm,844
every day,837
fake news,832
around world,830
first time,827
italy december,824
health safety,786
highest single,783
health minister,783
