gram,counts
covid 19,92653
polrioptimisherdimmunitypercepat target,2623
fully vaccinated,1875
new cases,1679
vaccine mandate,1357
whatshappeninginmyanmar sep14coup,1266
weapons whatshappeninginmyanmar,1242
public health,1101
booster shots,841
vaccine mandates,803
last year,709
get vaccine,640
health care,609
another one,604
give insight,585
scientists usafacts,584
tested positive,576
boris johnson,575
healthcare workers,540
active cases,537
24 hours,525
right wing,523
vaccine doses,490
new deaths,474
self isolate,444
one bites,442
united states,433
self isolation,429
hospital staff,424
south carolina,416
vaccines dies,416
radio hits,401
stream here,400
stop hits,400
today rideshare,400
rideshare radio,400
hits uber,400
uber nowplaying,400
nowplaying stayathome,400
stayathome sydneylockdown,400
sydneylockdown rideshareradio,400
months progress,397
hits 70s,394
70s today,394
