gram,counts
cashless society know,1880
new york times,1421
towards cashless society,1366
patients nursing homes,1095
first time since,978
michigan nursing home,961
society know bible,956
legend patrick ewing,775
moved michigan nursing,751
boxer moved michigan,743
covert id heading,707
id heading towards,707
heading towards future,707
towards future cashless,707
future cashless society,707
dominic cummings resign,694
ewing tests positive,682
know bible spoke,677
deadly nursing home,676
cases first time,656
later via gatewaypundit,648
patrick ewing tests,647
blame deadly nursing,647
stay at home,637
rules second time,610
patients across state,608
lockdown rules second,606
bed tcf center,605
regional hubs spread,584
worked symptomatic exposed,575
governor whitmer sent,573
china reports new,550
death toll nears,549
toll nears 100,521
dominic cummings ignored,501
ncdcgov whonigeria fmohnigeria,495
