gram,counts
covid 19,178045
first person,5688
becomes first,4010
vaccine outside,3667
william shakespeare,3437
world receive,3032
old woman,2489
white house,2448
new cases,2439
first world,2218
pfizer vaccine,2208
public health,2160
vaccine uk,2157
tested positive,2050
vaccine first,2010
woman becomes,1818
person receives,1583
vaccine doses,1494
uk becomes,1358
stay home,1346
united states,1288
every american,1288
health care,1234
month every,1178
person world,1165
get vaccine,1028
around world,994
vaccine safe,931
death toll,902
healthcare workers,899
wear masks,880
safe effective,870
active cases,827
first receive,758
