gram,counts
true href rel,2734
rel nofollow twitter,2386
nofollow twitter web,1598
twitter web app,1405
new york times,977
health care workers,681
dragged international court,673
stripped veto power,672
must dragged international,670
court stripped veto,668
international court stripped,668
new york city,659
nofollow twitter android,648
veto power crime,645
power crime humanity,644
help slow spread,632
stay home stay,628
petition via ukchange,581
self reporting symptoms,576
cases sooner self,576
symptoms daily even,575
reporting symptoms daily,574
well download app,556
leads world confirmed,490
home stay safe,479
stay at home,470
number confirmed cases,442
please stay home,432
world poorest countries,430
world health organization,427
g20 leaders must,424
leaders must agree,419
safe grocery shopping,417
hours inside hospital,404
inside hospital battling,401
dying 72 hours,382
us leads world,376
staff help us,369
thing g20 leaders,345
one thing g20,342
pandemic updated via,317
updated via youtube,315
officials last delivered,303
copy officials last,303
deliver copy officials,303
leads world number,298
13 deaths day,295
world number confirmed,293
deaths day apocalyptic,290
