gram,counts
covid 19,90848
2021 vaccine,3106
min age,3102
vaccine vaccinepune,3102
vaccinepune cowin,3102
covishield min,2766
fully vaccinated,1795
new cases,1488
cvs near,1308
tested positive,1237
pmcpvaccines covishield,1048
capacity dates,930
third wave,894
government building,875
vaccine doses,807
public health,770
white paper,734
white house,726
24 hours,709
outbreak hit,643
vaccinated employee,642
hit florida,626
building two,617
employee infected,616
last year,613
please help,574
active cases,535
united states,502
first dose,457
tracing testing,452
