gram,counts
covid 19,96610
whatshappeninginmyanmar july6coup,8512
2021 vaccine,3385
min age,3384
vaccine vaccinepune,3384
vaccinepune cowin,3384
covishield min,2864
july6coup whatshappeninginmyanmar,2299
military terrorists,2153
myanmar critical,2149
pandemic july6coup,2147
myanmar july6coup,2044
july6coup humanrightsviolations,1965
new cases,1722
coup strike,1583
everyday july6coup,1578
tw dead,1576
please free,1503
free leaders,1503
military coup,1467
protesting military,1436
crisis stop,1436
coup monywa,1435
staged online,1435
online anti,1435
show voices,1435
third wave,1288
fully vaccinated,1235
death tolls,926
also encountering,908
aids since,908
unlawful abductions,907
july6coup death,903
boris johnson,901
wave fewer,884
rising civilians,883
public health,842
tested positive,805
cvs near,784
24 hours,705
give insight,697
emergency medicine,689
contact family,688
scientists usafacts,683
oo professor,681
terrorists since,679
yet whatshappeninginmyanmar,679
professor emergency,677
