gram,counts
covid 19,81826
supportrevolutionfordemocracy uselessasean,2924
sep7coup whatshappeninginmyanmar,2110
new cases,1720
uselessasean whatshappeninginmyanmar,1589
sep7coup supportrevolutionfordemocracy,1550
still watching,1525
military group,1525
interpol_hq hrw,1523
fully vaccinated,1287
whatshappeninginmyanmar myanmarmilitaryterrorists,1123
research chinese,981
public health,950
last year,860
research wuhan,689
united states,614
journalist currently,594
wife abducted,589
releasethedetainees sep7coup,588
24 hours,585
health care,584
currently running,583
staffs residence,581
whatshappeninginmyanmar releasethedetainees,578
abducted yangon,573
yesterday morning,560
hmueeainzaw former,558
terrorists yesterday,558
pressuring businesses,556
nld government,556
businesses repay,553
issued nld,553
morning whatshappeninginmyanmar,551
liberal_party must,497
tigrayans activists,497
five years,487
tested positive,486
active cases,476
voteforhumanrights ndp,471
cpc_hq pressfreedom,471
pressfreedom hrw,471
newly released,425
herd immunity,421
long term,419
give insight,405
vaccine doses,400
