gram,counts
covid 19,87502
whatshappeninginmyanmar june16coup,2156
virus whatshappeninginmyanmar,1985
cvs near,1658
new cases,1531
fully vaccinated,1025
last year,987
june16coup whatshappeninginmyanmar,950
public health,699
24 hours,695
vaccine doses,639
thing common,637
overwhelming thing,631
one overwhelming,630
2021 vaccine,614
min age,613
vaccine vaccinepune,613
vaccinepune cowin,613
active cases,588
united states,551
tested positive,514
first dose,499
death toll,479
boris johnson,476
teacher ttc,469
ministry health,454
health safety,427
fake news,420
help please,395
second wave,391
mental health,388
crew members,382
please retweetmy,380
retweetmy father,380
father kidneys,380
pmcaresfund help,380
