gram,counts
covid 19,172596
new strain,7115
new variant,2985
new cases,2485
flights uk,2479
public health,1897
health care,1535
get vaccine,1462
first dose,1454
stay home,1396
second wave,1362
tested positive,1236
white house,1200
south africa,1159
long term,1144
vaccine live,1097
healthcare workers,1067
united states,998
ban flights,996
small businesses,917
death toll,916
loved ones,909
health officials,905
around world,892
health minister,850
need know,810
getting vaccine,798
active cases,780
24 hours,779
holiday season,771
received first,746
months ago,739
nursing homes,713
