gram,counts
covid 19,134256
herd immunity,3436
tested positive,3339
new cases,3058
white house,1899
public health,1837
wash hands,1331
second wave,1223
town hall,1205
sell off,1119
reports trump,1077
united states,976
washing hands,949
mental health,932
24 hours,904
active cases,892
blood type,856
spread reports,836
long term,753
death toll,733
travel two,696
health care,688
around world,677
harris halts,677
testing positive,648
confirmed cases,647
hand washing,631
harris travel,630
mask wearing,618
involved campaign,594
please retweet,573
