gram,counts
covid 19,122795
south africa,2490
ron wright,2373
new cases,2007
super bowl,1541
public health,1305
south african,1023
february 2021,988
new variants,951
astrazeneca vaccine,946
tested positive,875
last year,817
vaccine rollout,785
long term,747
screening donor,687
united states,636
active cases,631
death toll,591
health care,575
wright texas,574
health officials,546
new deaths,524
mental health,520
confirmed cases,508
stay home,501
supply demand,494
first time,492
vaccine doses,488
demand factors,487
factors amid,487
around world,484
