gram,counts
covid 19,67773
fully vaccinated,1258
new cases,1252
ed sheeran,1038
oct25coup freezepaymentstojunta,903
whatshappeninginmyanmar oct25coup,891
public health,765
eastern part,710
whole village,710
22 updated,708
suffering disease,708
scientists usafacts,699
phruso tsp,696
tsp suffering,693
refugees whatshappeninginmyanmar,680
tested positive,679
booster shots,552
vaccine mandate,538
24 hours,535
vaccine mandates,498
vaccine safe,477
active cases,423
booster shot,414
october 25,404
united states,395
long term,371
oct25coup whatshappeninginmyanmar,354
health care,347
beast dont,337
