gram,counts
covid 19,145785
new cases,3281
death toll,3253
tested positive,2276
public health,1990
second wave,1892
white house,1539
united states,1398
boris johnson,1358
protections airborne,1145
active cases,1109
health care,959
around world,957
theme park,949
mental health,926
confirmed cases,913
24 hours,891
chris wallace,819
new deaths,808
herd immunity,807
slams theme,795
recovery rate,781
nfl first,739
speedy recovery,709
first time,706
death rate,696
fox news,688
york city,680
wear masks,675
fake news,654
world population,648
new normal,647
no protections,644
deaths pass,641
small business,597
