gram,counts
true href rel,3039
rel nofollow twitter,2653
nofollow twitter web,1791
twitter web app,1539
stay at home,1139
new york times,964
washingtonpost nytimes foreignpolicy,944
necessary health care,781
thanks mr ambassador,772
health care may,768
provide necessary health,766
stay safe washingtonpost,757
happy host friends,757
remarks happy host,756
safe washingtonpost nytimes,756
fair remarks happy,756
nofollow twitter android,703
health care workers,666
download share using,646
please download share,643
share using link,643
recommend aarogya setu,615
setu app fight,609
new york city,567
using link android,557
petition via ukchange,470
stay home stay,463
early warning program,434
americans wear masks,427
pandemic early warning,427
stay home order,407
home stay safe,383
bold call globalceasefire,373
antonioguterres bold call,372
chief antonioguterres bold,372
world standing chief,364
standing chief antonioguterres,364
joining hundreds thousands,352
please stay home,342
petition via change,338
