gram,counts
covid 19,170831
new strain,3487
new cases,2491
tested positive,1932
public health,1568
health care,1388
white house,1354
foreign countries,1341
anthony fauci,1253
second wave,1196
stay home,1142
united states,1139
click link,1090
get vaccine,964
long term,963
every american,938
death toll,931
first dose,896
first time,877
boris johnson,858
holiday season,853
active cases,821
around world,808
health officials,805
south africa,799
healthcare workers,782
loved ones,748
merry christmas,717
getting vaccine,715
british government,699
