gram,counts
covid 19,136683
new cases,2950
who linked,1993
join who,1974
public health,1832
herd immunity,1827
white house,1777
death toll,1755
tested positive,1570
thearieair tjhinfar21,1357
vaccine wapo,1351
wapo reports,1347
1trenggalek thearieair,1333
united states,1306
active cases,1024
long term,998
confirmed cases,966
back school,904
south korea,883
24 hours,838
mental health,819
whitehouse realdonaldtrump,743
nursing homes,741
contact tracing,721
health care,720
new deaths,691
around world,659
every day,606
death rate,600
fake news,598
face masks,578
health officials,576
second wave,571
cause death,561
