gram,counts
covid 19,84903
whatshappeninginmyanmar aug8coup,3589
2021 vaccine,3160
min age,3157
vaccine vaccinepune,3157
vaccinepune cowin,3157
covishield min,2654
aug8coup whatshappeninginmyanmar,2198
fully vaccinated,1792
new cases,1495
many lives,1470
health care,1467
treating patients,1444
aug8coup crimesagainsthumanity,1437
military regime,1424
regime whatshappeninginmyanmar,1424
death happen,1423
back treating,1423
whatshappeninginmyanmar stoparrestingdoctors,1335
whatshappeninginmyanmar icrc_savemyanmarprisoners,1309
humanrightsviolations whatshappeninginmyanmar,1304
crisis myanmar,1286
also help,1284
counts find,1264
organisations fight,1264
contribution counts,1263
every contribution,1262
find also,1238
help organisations,1238
professor dr,1191
detained treating,1191
sentenced death,1188
proper health,1178
morning due,1177
custody whatshappeninginmyanmar,1166
public health,809
death amp,808
2021 whatshappeninginmyanmar,763
thousands dv,752
callow indifference,747
indifference ban,747
ban thousands,747
selectees becoming,747
becoming us,747
please usembassycairo,736
immigrants shame,706
us we,691
united states,689
hands choice,684
since feb,680
detained since,676
feb infected,664
last year,647
24 hours,631
