gram,counts
covid 19,155128
white house,10044
tested positive,3234
new cases,3077
public health,2224
mental health,1691
united states,1418
unrestricted bioweapon,1152
24 hours,1075
appropriate behaviour,1023
death toll,1000
second wave,988
active cases,961
medical journal,922
tested negative,917
herd immunity,915
house security,908
health care,876
pence harris,843
could given,843
long term,839
connected white,825
previously known,788
necessary precautions,768
known infected,742
testing positive,733
house previously,723
fake news,713
first time,701
taking necessary,692
