gram,counts
covid 19,186279
new cases,4665
tested positive,2206
public health,2193
face masks,1885
every american,1828
month every,1755
united states,1752
death panels,1696
white house,1592
back school,1569
death toll,1538
accuses beijing,1449
treat whistleblowers,1433
whistleblowers telling,1420
herd immunity,1403
24 hours,1398
boris johnson,1372
confirmed cases,1347
face mask,1332
active cases,1291
know treat,1223
stay home,1217
spread truth,1208
world truth,1206
new deaths,1201
nursing homes,1094
face coverings,1084
social security,1076
health care,986
fully reopen,984
around world,978
death rate,972
mental health,971
face covering,946
south africa,842
