gram,counts
covid 19,41219
new cases,903
fully vaccinated,900
scientists usafacts,713
sanctioniswrong unityforethiopia,461
vaccine mandate,455
vaccine mandates,454
first time,422
tplfsurrendernow sanctioniswrong,419
unityforethiopia abiyahmedafricanleader,414
african solution,405
solution african,404
tplfterroristgroup propaganda,404
propaganda tplfsurrendernow,404
wandera social,403
cover wanted,399
wanted boss,399
platform tplfterroristgroup,399
migrants released,381
public health,379
says whistleblower,375
released ice,372
24 hours,347
oct 2021fees,343
vaccine cowinblore1844,343
cowinblore1844 bbmp,333
population county,306
united states,305
police officers,271
last year,263
active cases,258
tested positive,255
start pandemic,252
confirmed cases,246
new deaths,230
