gram,counts
covid 19,85984
whatshappeninginmyanmar june11coup,3345
june11coup whatshappeninginmyanmar,3135
hits country,3000
centers full,2233
forcibly shutdown,2219
military gov,2214
country reportedly,2207
shutdown previous,2204
previous centers,2202
reportedly forcibly,2200
new cases,1527
vaccine doses,1483
fully vaccinated,1459
last year,1178
heart inflammation,1049
public health,817
following shutdown,767
country sac,765
center shwepyithar,765
shwepyithar following,765
shutdown center,765
since feb1,765
terrorists council,764
feb1 whatshappeninginmyanmar,757
24 hours,689
tested positive,620
boris johnson,582
help please,560
income sources,557
father kidneys,556
pmcaresfund help,556
active cases,542
death toll,458
around world,425
first dose,417
celebrity millennium,406
spread awareness,394
cases deaths,389
fake news,385
two passengers,376
