gram,counts
covid 19,119719
july22coup whatshappeninginmyanmar,19758
whatshappeninginmyanmar july22coup,8098
protest military,3284
2021 vaccine,3270
staged protest,3270
min age,3268
vaccine vaccinepune,3268
vaccinepune cowin,3268
resist dictatorship,3077
covishield min,2653
family members,2537
fully vaccinated,2320
members today,2313
team myc,2313
myc team,2313
donated chicken,2312
team donated,2311
military dictatorship,2178
new cases,1833
military dictator,1740
distributed pamphlets,1734
township distributed,1731
dictator morning,1729
try get,1728
thayet_chaung township,1723
youths thayet_chaung,1722
watch youths,1713
hard time,1648
giving birth,1623
birth jungle,1622
terrorists hard,1621
true story,1620
story myanmar,1616
information leaflets,1582
leaflets distributed,1580
theme protect,1580
township morning,1579
distributed protesters,1579
protesters theme,1579
chaung township,1578
chicken soup,1573
increasing number,1553
despite increasing,1550
dictatorship today,1525
today 107th,1519
thayetchaung tsp,1509
tsp distributed,1495
demonstrators thayetchaung,1489
charity group,1480
islamic youths,1479
youths charity,1478
orphanage school,1472
school blind,1470
blind sitarpu,1469
school july22coup,1468
dontaed food,1465
july23coup whatshappeninginmyanmar,1424
also help,1418
every contribution,1409
contribution counts,1409
organisations fight,1409
counts find,1408
youths whatshappeninginmyanmar,1357
dictatorship protest,1356
icj_bringsactojustice july23coup,1352
find also,1327
