gram,counts
covid 19,153944
new cases,2223
health care,2217
public health,1879
tom cruise,1702
tested positive,1479
white house,1475
care workers,1343
healthcare workers,1284
long term,1151
over the,1095
the counter,1085
united states,1082
death toll,1057
home test,1015
at home,970
get vaccine,907
stay home,875
vaccine rollout,874
first doses,861
pillows etc,836
selling cute,835
facemasks well,835
merch tshirts,835
tshirts mugs,835
stickers pillows,835
related facemasks,834
active cases,820
small businesses,813
phone cases,787
mugs phone,786
cases stickers,786
mental health,765
emergency use,749
sharon osbourne,724
new strain,720
recovery rate,706
click link,693
vaccine distribution,683
second wave,668
boris johnson,666
moderna vaccine,641
new deaths,635
house security,630
holiday season,627
loved ones,615
winter session,609
24 hours,606
pfizer vaccine,603
wearamask washyourhands,584
vaccine doses,571
health officials,562
fda authorizes,560
