gram,counts
covid 19,209488
new cases,4725
new normal,3140
public health,2708
boris johnson,2531
death toll,2442
tested positive,2190
second wave,2087
24 hours,2006
stay home,1771
policy based,1580
based suspect,1551
tiny us,1548
governments changed,1510
confirmed cases,1403
death rate,1209
tear gas,1205
mental health,1204
herd immunity,1187
nursing homes,1173
united states,1161
new deaths,1155
around world,1143
north carolina,1108
face masks,1107
active cases,1098
health care,1092
long term,1059
care homes,1008
humanity finished,969
total number,963
please help,927
