gram,counts
true href rel,2781
rel nofollow twitter,2456
new york times,1466
nofollow twitter web,1453
twitter web app,1170
nofollow twitter android,841
new york city,795
share using link,657
download share using,656
please download share,655
setu app fight,645
recommend aarogya setu,642
could seen coming,629
behind trump failure,615
coming behind trump,570
copy officials last,553
officials last delivered,553
deliver copy officials,553
stay home stay,544
us death toll,516
signing support usps,508
johns hopkins university,507
vaccine could ready,500
us overtakes italy,487
death toll passes,478
myth british exceptionalism,477
exposed myth british,474
home stay safe,470
ppe shortages says,457
health care workers,456
help slow spread,448
shortages says bma,447
deaths 24 hours,447
stay at home,438
death toll rises,422
religious services amid,421
highest death toll,408
becomes first country,382
self reporting symptoms,370
daily even feel,370
reporting symptoms daily,369
cases sooner self,368
symptoms daily even,368
overtakes italy highest,365
world health organization,363
us becomes first,359
regulation religious services,350
government regulation religious,347
expect action government,347
action government regulation,345
bbc news mundo,342
contact tracing technology,323
coverage daily updates,321
could ready september,316
