gram,counts
true href rel,2950
rel nofollow twitter,2578
nofollow twitter web,1738
twitter web app,1506
stay at home,1200
petition via ukchange,1159
april fools day,785
new york times,769
health care workers,744
new york city,713
nofollow twitter android,684
since world war,529
immediate globalceasefire fight,514
secretary general called,513
called immediate globalceasefire,513
stay home stay,511
backed call join,509
ve backed call,507
instead ve backed,506
april fool day,439
stay home order,438
home stay safe,431
china concealed extent,377
star wars actor,350
help slow spread,346
please stay home,332
world health organization,317
first time since,295
actor andrew jack,291
symptoms daily even,291
reporting symptoms daily,290
self reporting symptoms,290
cases sooner self,289
well download app,286
