gram,counts
covid 19,122707
boris johnson,3439
new strain,2782
new cases,2239
new variant,1795
united states,1500
public health,1178
stay home,1171
emergency use,1147
health care,1145
tested positive,1138
get vaccine,1118
south east,1016
strain spreads,997
second wave,951
allergic reactions,917
white house,870
next year,716
fox news,713
long term,696
death toll,695
healthcare workers,686
south africa,675
northern beaches,673
vaccine emergency,642
active cases,628
cayman islands,597
24 hours,575
loved ones,572
spreads quickly,563
every day,562
getting vaccine,547
recovery rate,546
facemasks well,544
selling cute,543
related facemasks,543
stickers pillows,543
pillows etc,543
herd immunity,540
vaccine distribution,535
fda authorizes,527
around world,526
christmas day,526
new deaths,504
moderna vaccine,497
vaccine via,495
fake news,488
wearing mask,482
london south,481
world leaders,468
