gram,counts
rel nofollow twitter,3038
nofollow twitter web,1936
twitter web app,1659
stay at home,1493
death toll 50,1345
world health organization,1015
nofollow twitter android,922
new york times,891
health care workers,874
tjhinfar21 thearieair ariestariico,807
aryprasetyo85 tjhinfar21 thearieair,807
thearieair ariestariico hamka_sutra,807
wagimandeep212 maranatha_sibrn l07_te,805
stay home stay,526
new york city,492
funding world health,488
cut funding world,451
pandemic massive public,449
health organization middle,439
home stay safe,420
wuhan death toll,407
