gram,counts
covid 19,204060
new cases,5492
tested positive,4318
vaccine research,3806
white house,3669
public health,3151
russian hackers,2874
wear masks,2542
united states,2336
trying steal,2282
face masks,1913
death toll,1770
chuck woolery,1665
stay home,1625
24 hours,1623
back school,1556
shifted control,1441
administration shifted,1388
confirmed cases,1384
health care,1377
face mask,1278
active cases,1271
new deaths,1270
nursing homes,1260
death rate,1117
mental health,1106
whitehouse realdonaldtrump,1080
herd immunity,1070
show host,1061
every day,1037
fox news,1020
first time,1007
already disappeared,972
washington post,945
second wave,927
cases deaths,892
russia trying,888
south africa,886
around world,882
research centers,882
face coverings,876
stand way,875
