gram,counts
true href rel,3237
rel nofollow twitter,2841
nofollow twitter web,1707
twitter web app,1456
towards cashless society,1240
stay at home,1078
cashless society know,1033
new york times,959
nofollow twitter android,945
new york city,777
cashless society did,773
app australian government,714
briefing via youtube,687
twitter suspends account,663
id heading towards,618
towards future cashless,618
heading towards future,618
society did know,618
future cashless society,618
covert id heading,618
biotech company created,547
treatment using uv,543
death toll could,538
account youtube removes,535
video biotech company,534
suspends account youtube,533
society know bible,527
contact tracing app,522
tyranny twitter suspends,516
tech tyranny twitter,512
vaccine trial died,510
60 higher reported,502
could 60 higher,492
boris johnson return,490
toll could 60,486
johnson return work,473
coverage daily updates,471
discharged usns comfort,460
world health organization,457
worried presence cummings,436
evil guy crippling,427
guy crippling economy,420
