gram,counts
covid 19,68100
aug15coup whatshappeninginmyanmar,5059
acceptnug_rejectmilitary aug15coup,4979
2021 vaccine,3683
min age,3678
vaccine vaccinepune,3678
vaccinepune cowin,3678
covishield min,3166
also help,1373
every contribution,1350
contribution counts,1350
counts find,1350
organisations fight,1349
fully vaccinated,1319
find also,1314
help organisations,1314
new cases,1295
donated rice,1203
foods residents,1200
coup acceptnug_rejectmilitary,1185
ready to,1183
eat foods,1181
to eat,1180
variety difficulties,1178
amp ready,1177
acceptnug_rejectmilitary whatshappeninginmyanmar,968
protect us,908
prayers protect,870
whatshappeninginmyanmar aug15coup,790
hospitalvaccines covishield,708
public health,678
military dictatorship,570
protest military,556
dictatorship atrocities,556
crisis staged,556
testing positive,486
united states,431
last year,425
vaccinated southwest,418
children hospitalized,410
tested positive,403
herd immunity,390
health care,388
vaccine passports,364
