gram,counts
covid 19,109290
july28coup whatshappeninginmyanmar,9619
oxygen july28coup,7597
whatshappeninginmyanmar july28coup,5216
2021 vaccine,3560
min age,3480
vaccine vaccinepune,3480
vaccinepune cowin,3480
oxygen whatshappeninginmyanmar,3381
weapons whatshappeninginmyanmar,2946
covishield min,2883
fully vaccinated,2328
new cases,1882
july28coup stopsacfromrobbingo2,1468
human rights,1465
whatshappeninginmyanmar crimesagainsthumanity,1445
stopsacfromrobbingo2 whatshappeninginmyanmar,1437
july28coup crimesagainsthumanity,1424
whatshappeninginmyanmar poppymcp,1415
human corpses,1413
families trash,1412
heartbreaking human,1409
need accountability,1384
third dose,1383
civilians whatshappeninginmyanmar,1346
clearly show,1335
un_hrc clearly,1334
rights extort,1334
extort money,1334
show break,1333
outbreak july28coup,1333
foods amp,1307
57 infected,1303
need foods,1303
stoparrestingdoctors whatshappeninginmyanmar,1291
weapons stoparrestingdoctors,1286
humanrightsviolations rejectmilitarycoupinmyanmar,1283
releasethedetainees ourgovernmentnug,1282
whatshappeninginmyanmar releaseourstateleaders,1281
releaseourstateleaders releasethedetainees,1281
thank helps,1213
helps govsingapore,1213
hands military,1212
donated things,1212
things used,1211
used benefits,1211
military terrorises,1210
benefits whatshappeninginmyanmar,1209
imfnews worldbank,1142
public health,1099
ugandaisbleeding accountability,1042
worldbank frenchembassyug,999
ugparliament minofhealthug,998
frenchembassyug govuk,997
strongly boosts,994
accountability ugparliament,971
also help,950
every contribution,942
contribution counts,942
organisations fight,940
counts find,939
