gram,counts
covid 19,98270
june21coup whatshappeninginmyanmar,2967
know control,2415
sure want,2413
terrorists idea,2412
crimesagainsthumanity everyday,2412
military terrorists,2411
everyday need,2411
want comit,2403
comit crimesagainsthumanity,2403
2021 vaccine,2138
min age,2135
vaccine vaccinepune,2135
vaccinepune cowin,2135
crisis shame,2131
making prolific,2130
prolific myanmar,2130
whatshappeninginmyanmar crimesagainsthumanity,1973
crimesagainsthumanity rejectmilitarycoupinmyanmar,1922
covishield min,1677
fully vaccinated,1658
new cases,1545
cvs near,1468
vaccine doses,1014
public health,832
tested positive,745
capacity dates,687
24 hours,630
last year,599
please give,562
third wave,560
active cases,554
mass promotion,543
whatshappeninginmyanmar june21coup,543
